city,city_id,timestamp,likes,geo,hashtags,user_id,lat,lng,mentions,tweet_url,replies,retweets,text,replay_to_users,screen_name
Portland,1840000327,2019-11-10 22:06:24,2,,[],1193651146579234816,43.6773,-70.2715,,https://twitter.com/mtrem2/status/1193651146579234816,0,0,State Farm is rapidly catching up to Progressive and Geico when it comes to really annoying commercials,,mtrem2
Portland,1840000327,2019-09-22 15:30:33,0,,SesameStreet,1175794519478034432,43.6773,-70.2715,@StateFarm,https://twitter.com/LeanneCalderLib/status/1175794519478034432,0,0,@StateFarm love the #SesameStreet ads keep em comin!!!,,LeanneCalderLib
Portland,1840000327,2019-09-21 07:39:13,1,,[],1175313518817632257,43.6773,-70.2715,,https://twitter.com/BibleOfKate/status/1175313518817632257,0,0,This is powerful. I think you should bring this up to State Farm as a company. Mr. Coleman deserves a lot of public recognition for his abusive and atrocious behavior.,hooligantactix,BibleOfKate
Portland,1840000327,2019-08-18 11:25:36,1,,SFNeighborhoodAssist,1163049299703451648,43.6773,-70.2715,,https://twitter.com/GMSALTED/status/1163049299703451648,0,2,"Day #5! KEEP VOTING! With your help, Fighting Food Insecurity in Gorham, Maine! could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987",,GMSALTED
Portland,1840000327,2019-08-16 09:29:50,3,,SFNeighborhoodAssist,1162295392316329984,43.6773,-70.2715,@hperrysup,https://twitter.com/GMSALTED/status/1162295392316329984,0,1,Day #3! 1 in 5 children in Maine are food insecure & Gorham does not escape that statistic! VOTE TODAY! With your help we could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23 #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987 @hperrysup,,GMSALTED
Portland,1840000327,2019-08-15 10:10:53,0,,SFNeighborhoodAssist,1161943336351162368,43.6773,-70.2715,,https://twitter.com/GMSALTED/status/1161943336351162368,0,2,"Day #2!!! PLEASE VOTE! With your help, Fighting Food Insecurity in Gorham, Maine! could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987",,GMSALTED
Portland,1840000327,2019-08-14 10:13:01,4,,SFNeighborhoodAssist,1161581481568931840,43.6773,-70.2715,@hperrysup @briley8557 @MAINETOY,https://twitter.com/GMSALTED/status/1161581481568931840,0,3,VOTE TODAY! Our grant for Gorham’s BackPack Program and GMS Garden could win a $25k grant from State Farm Neighborhood Assist®. Vote up to 10x a day through 8/23! #SFNeighborhoodAssist https://www.neighborhoodassist.com/entry/2023987 @hperrysup @briley8557 @MAINETOY,,GMSALTED
Portland,1840000327,2019-07-12 02:18:21,1,,[],1149503228586811394,43.6773,-70.2715,@CP3,https://twitter.com/bencampo/status/1149503228586811394,0,0,Which OKC player will join @CP3 in the State Farm Commercials?,PeterVecsey1,bencampo
South Portland,1840000328,2019-11-10 22:06:24,2,,[],1193651146579234816,43.6309,-70.2895,,https://twitter.com/mtrem2/status/1193651146579234816,0,0,State Farm is rapidly catching up to Progressive and Geico when it comes to really annoying commercials,,mtrem2
South Portland,1840000328,2019-09-22 15:30:33,0,,SesameStreet,1175794519478034432,43.6309,-70.2895,@StateFarm,https://twitter.com/LeanneCalderLib/status/1175794519478034432,0,0,@StateFarm love the #SesameStreet ads keep em comin!!!,,LeanneCalderLib
South Portland,1840000328,2019-09-21 07:39:13,1,,[],1175313518817632257,43.6309,-70.2895,,https://twitter.com/BibleOfKate/status/1175313518817632257,0,0,This is powerful. I think you should bring this up to State Farm as a company. Mr. Coleman deserves a lot of public recognition for his abusive and atrocious behavior.,hooligantactix,BibleOfKate
South Portland,1840000328,2019-07-12 02:18:21,1,,[],1149503228586811394,43.6309,-70.2895,@CP3,https://twitter.com/bencampo/status/1149503228586811394,0,0,Which OKC player will join @CP3 in the State Farm Commercials?,PeterVecsey1,bencampo
Biddeford,1840000342,2019-11-10 22:06:24,2,,[],1193651146579234816,43.4673,-70.4511,,https://twitter.com/mtrem2/status/1193651146579234816,0,0,State Farm is rapidly catching up to Progressive and Geico when it comes to really annoying commercials,,mtrem2
Brunswick,1840052591,2019-12-24 02:18:20,0,,[],1209297225915994114,43.9007,-69.9761,,https://twitter.com/kayak_birder/status/1209297225915994114,0,0,I’m so sick of the AARod grab assing. Just not that good and one of the ultimate ‘hate the face’,NFL,kayak_birder
